Tag category,Tag field
NMR_experiment_file,Details
NMR_experiment_file,Sf_ID
NMR_experiment_file,Entry_ID
NMR_experiment_file,NMR_spec_expt_ID
Spectral_acq_param,ID
Spectral_acq_param,Acquisition_dimension_ID
Spectral_acq_param,Name
Spectral_acq_param,Spectral_dim
Spectral_acq_param,Val
Spectral_acq_param,Sf_ID
Spectral_acq_param,Entry_ID
Spectral_acq_param,NMR_spec_expt_ID
Recoupling_pulse_sequence,Name
Recoupling_pulse_sequence,Type
Recoupling_pulse_sequence,Nucleus
Recoupling_pulse_sequence,Time_period
Recoupling_pulse_sequence,Sf_ID
Recoupling_pulse_sequence,Entry_ID
Recoupling_pulse_sequence,NMR_spec_expt_ID
Decoupling_pulse_sequence,Name
Decoupling_pulse_sequence,Time_period
Decoupling_pulse_sequence,Sf_ID
Decoupling_pulse_sequence,Entry_ID
Decoupling_pulse_sequence,NMR_spec_expt_ID
NMR_experiment_citation,Citation_ID
NMR_experiment_citation,Citation_label
NMR_experiment_citation,Sf_ID
NMR_experiment_citation,Entry_ID
NMR_experiment_citation,NMR_spec_expt_ID
NMR_spectral_processing,Sf_category
NMR_spectral_processing,Sf_framecode
NMR_spectral_processing,Entry_ID
NMR_spectral_processing,Sf_ID
NMR_spectral_processing,ID
NMR_spectral_proc_software,Software_ID
NMR_spectral_proc_software,Software_label
NMR_spectral_proc_software,Method_ID
NMR_spectral_proc_software,Method_label
NMR_spectral_proc_software,Sf_ID
NMR_spectral_proc_software,Entry_ID
NMR_spectral_proc_software,NMR_spectral_processing_ID
Spectral_processing_param,ID
Spectral_processing_param,Processing_dimension_ID
Spectral_processing_param,Name
Spectral_processing_param,Spectral_dim
Spectral_processing_param,Val
Spectral_processing_param,Sf_ID
Spectral_processing_param,Entry_ID
Spectral_processing_param,NMR_spectral_processing_ID
MS_expt,Sf_category
MS_expt,Sf_framecode
MS_expt,Entry_ID
MS_expt,Sf_ID
MS_expt,ID
MS_expt,Name
MS_expt,Mass_spec_ID
MS_expt,Mass_spec_label
MS_expt,Spectrum_type
MS_expt_param,ID
MS_expt_param,Type
MS_expt_param,Name
MS_expt_param,Value
MS_expt_param,Value_err
MS_expt_param,Sf_ID
MS_expt_param,Entry_ID
MS_expt_param,MS_expt_ID
MS_expt_software,Software_ID
MS_expt_software,Software_label
MS_expt_software,Method_ID
MS_expt_software,Method_label
MS_expt_software,Details
MS_expt_software,Sf_ID
MS_expt_software,Entry_ID
MS_expt_software,MS_expt_ID
FRET_expt,Sf_category
FRET_expt,Sf_framecode
FRET_expt,Entry_ID
FRET_expt,Sf_ID
FRET_expt,ID
FRET_expt,Name
FRET_expt,Sample_volume
FRET_expt,Sample_volume_units
FRET_expt,Fluorescence_instrument_ID
FRET_expt,Fluorescence_instrument_label
FRET_expt,Software_ID
FRET_expt,Software_label
FRET_expt,Method_ID
FRET_expt,Method_label
FRET_expt,Details
EMR_expt,Sf_category
EMR_expt,Sf_framecode
EMR_expt,Entry_ID
EMR_expt,Sf_ID
EMR_expt,ID
EMR_expt,Name
EMR_expt,Sample_volume
EMR_expt,Sample_volume_units
EMR_expt,EMR_instrument_ID
EMR_expt,EMR_instrument_label
EMR_expt,Software_ID
EMR_expt,Software_label
EMR_expt,Method_ID
EMR_expt,Method_label
EMR_expt,Details
SAXS_expt,Sf_category
SAXS_expt,Sf_framecode
SAXS_expt,Entry_ID
SAXS_expt,Sf_ID
SAXS_expt,ID
SAXS_expt,Name
SAXS_expt,Sample_volume
SAXS_expt,Sample_volume_units
SAXS_expt,Xray_instrument_ID
SAXS_expt,Xray_instrument_label
SAXS_expt,Software_ID
SAXS_expt,Software_label
SAXS_expt,Method_ID
SAXS_expt,Method_label
SAXS_expt,Details
Computer,Sf_category
Computer,Sf_framecode
Computer,Entry_ID
Computer,Sf_ID
Computer,ID
Computer,Details
Computer,Manufacturer
Computer,Model
Computer,Operating_system
Computer,Operating_system_version
Computer,Hardware_code
Computer_citation,Citation_ID
Computer_citation,Citation_label
Computer_citation,Sf_ID
Computer_citation,Entry_ID
Computer_citation,Computer_ID
Chem_shift_reference,Sf_category
Chem_shift_reference,Sf_framecode
Chem_shift_reference,Entry_ID
Chem_shift_reference,Sf_ID
Chem_shift_reference,ID
Chem_shift_reference,Proton_shifts_flag
Chem_shift_reference,Carbon_shifts_flag
Chem_shift_reference,Nitrogen_shifts_flag
Chem_shift_reference,Phosphorus_shifts_flag
Chem_shift_reference,Other_shifts_flag
Chem_shift_reference,Details
Chem_shift_ref,Atom_type
Chem_shift_ref,Atom_isotope_number
Chem_shift_ref,Mol_common_name
Chem_shift_ref,Atom_group
Chem_shift_ref,Concentration_val
Chem_shift_ref,Concentration_units
Chem_shift_ref,Solvent
Chem_shift_ref,Rank
Chem_shift_ref,Chem_shift_units
Chem_shift_ref,Chem_shift_val
Chem_shift_ref,Ref_method
Chem_shift_ref,Ref_type
Chem_shift_ref,Indirect_shift_ratio
Chem_shift_ref,External_ref_loc
Chem_shift_ref,External_ref_sample_geometry
Chem_shift_ref,External_ref_axis
Chem_shift_ref,Indirect_shift_ratio_cit_ID
Chem_shift_ref,Indirect_shift_ratio_cit_label
Chem_shift_ref,Ref_correction_type
Chem_shift_ref,Correction_val
Chem_shift_ref,Correction_val_cit_ID
Chem_shift_ref,Correction_val_cit_label
Chem_shift_ref,Sf_ID
Chem_shift_ref,Entry_ID
Chem_shift_ref,Chem_shift_reference_ID
Assigned_chem_shift_list,Sf_category
Assigned_chem_shift_list,Sf_framecode
Assigned_chem_shift_list,Entry_ID
Assigned_chem_shift_list,Sf_ID
Assigned_chem_shift_list,ID
Assigned_chem_shift_list,Data_file_name
Assigned_chem_shift_list,Sample_condition_list_ID
Assigned_chem_shift_list,Sample_condition_list_label
Assigned_chem_shift_list,Chem_shift_reference_ID
Assigned_chem_shift_list,Chem_shift_reference_label
Assigned_chem_shift_list,Chem_shift_1H_err
Assigned_chem_shift_list,Chem_shift_13C_err
Assigned_chem_shift_list,Chem_shift_15N_err
Assigned_chem_shift_list,Chem_shift_31P_err
Assigned_chem_shift_list,Chem_shift_2H_err
Assigned_chem_shift_list,Chem_shift_19F_err
Assigned_chem_shift_list,Error_derivation_method
Assigned_chem_shift_list,Details
Assigned_chem_shift_list,Text_data_format
Assigned_chem_shift_list,Text_data
Chem_shift_experiment,Experiment_ID
Chem_shift_experiment,Experiment_name
Chem_shift_experiment,Sample_ID
Chem_shift_experiment,Sample_label
Chem_shift_experiment,Sample_state
Chem_shift_experiment,Sf_ID
Chem_shift_experiment,Entry_ID
Chem_shift_experiment,Assigned_chem_shift_list_ID
Systematic_chem_shift_offset,Type
Systematic_chem_shift_offset,Atom_type
Systematic_chem_shift_offset,Atom_isotope_number
Systematic_chem_shift_offset,Val
Systematic_chem_shift_offset,Val_err
Systematic_chem_shift_offset,Sf_ID
Systematic_chem_shift_offset,Entry_ID
Systematic_chem_shift_offset,Assigned_chem_shift_list_ID
Chem_shift_software,Software_ID
Chem_shift_software,Software_label
Chem_shift_software,Method_ID
Chem_shift_software,Method_label
Chem_shift_software,Sf_ID
Chem_shift_software,Entry_ID
Chem_shift_software,Assigned_chem_shift_list_ID
Atom_chem_shift,ID
Atom_chem_shift,Assembly_atom_ID
Atom_chem_shift,Entity_assembly_ID
Atom_chem_shift,Entity_ID
Atom_chem_shift,Comp_index_ID
Atom_chem_shift,Seq_ID
Atom_chem_shift,Comp_ID
Atom_chem_shift,Atom_ID
Atom_chem_shift,Atom_type
Atom_chem_shift,Atom_isotope_number
Atom_chem_shift,Val
Atom_chem_shift,Val_err
Atom_chem_shift,Assign_fig_of_merit
Atom_chem_shift,Ambiguity_code
Atom_chem_shift,Ambiguity_set_ID
Atom_chem_shift,Occupancy
Atom_chem_shift,Resonance_ID
Atom_chem_shift,NEF_atom_name
Atom_chem_shift,Auth_entity_assembly_ID
Atom_chem_shift,Auth_asym_ID
Atom_chem_shift,Auth_seq_ID
Atom_chem_shift,Auth_comp_ID
Atom_chem_shift,Auth_atom_ID
Atom_chem_shift,PDB_record_ID
Atom_chem_shift,PDB_model_num
Atom_chem_shift,PDB_strand_ID
Atom_chem_shift,PDB_ins_code
Atom_chem_shift,PDB_residue_no
Atom_chem_shift,PDB_residue_name
Atom_chem_shift,PDB_atom_name
Atom_chem_shift,Original_PDB_strand_ID
Atom_chem_shift,Original_PDB_residue_no
Atom_chem_shift,Original_PDB_residue_name
Atom_chem_shift,Original_PDB_atom_name
Atom_chem_shift,Details
Atom_chem_shift,Sf_ID
Atom_chem_shift,Entry_ID
Atom_chem_shift,Assigned_chem_shift_list_ID
Ambiguous_atom_chem_shift,Ambiguous_shift_set_ID
Ambiguous_atom_chem_shift,Atom_chem_shift_ID
Ambiguous_atom_chem_shift,Sf_ID
Ambiguous_atom_chem_shift,Entry_ID
Ambiguous_atom_chem_shift,Assigned_chem_shift_list_ID
Chem_shifts_calc_type,Sf_category
Chem_shifts_calc_type,Sf_framecode
Chem_shifts_calc_type,Entry_ID
Chem_shifts_calc_type,Sf_ID
Chem_shifts_calc_type,ID
Chem_shifts_calc_type,Calculation_level
Chem_shifts_calc_type,Quantum_mechanical_method
Chem_shifts_calc_type,Quantum_mechanical_theory_level
Chem_shifts_calc_type,Quantum_mechanical_basis_set
Chem_shifts_calc_type,Chem_shift_nucleus
Chem_shifts_calc_type,Modeled_sample_cond_list_ID
Chem_shifts_calc_type,Modeled_sample_cond_list_label
Chem_shifts_calc_type,Chem_shift_reference_ID
Chem_shifts_calc_type,Chem_shift_reference_label
Chem_shifts_calc_type,Details
Chem_shifts_calc_software,Software_ID
Chem_shifts_calc_software,Software_label
Chem_shifts_calc_software,Method_ID
Chem_shifts_calc_software,Method_label
Chem_shifts_calc_software,Sf_ID
Chem_shifts_calc_software,Entry_ID
Chem_shifts_calc_software,Chem_shifts_calc_type_ID
Theoretical_chem_shift_list,Sf_category
Theoretical_chem_shift_list,Sf_framecode
Theoretical_chem_shift_list,Entry_ID
Theoretical_chem_shift_list,Sf_ID
Theoretical_chem_shift_list,ID
Theoretical_chem_shift_list,Data_file_name
Theoretical_chem_shift_list,Chem_shifts_calc_type_ID
Theoretical_chem_shift_list,Chem_shifts_calc_type_label
Theoretical_chem_shift_list,Model_atomic_coordinates_ID
Theoretical_chem_shift_list,Model_atomic_coordinates_label
Theoretical_chem_shift_list,Tensor_list_ID
Theoretical_chem_shift_list,Tensor_list_label
Theoretical_chem_shift_list,Fermi_contact_spin_density_units
Theoretical_chem_shift_list,Chem_shift_1H_err
Theoretical_chem_shift_list,Chem_shift_2H_err
Theoretical_chem_shift_list,Chem_shift_13C_err
Theoretical_chem_shift_list,Chem_shift_15N_err
Theoretical_chem_shift_list,Chem_shift_19F_err
Theoretical_chem_shift_list,Chem_shift_31P_err
Theoretical_chem_shift_list,Details
Theoretical_chem_shift_list,Text_data_format
Theoretical_chem_shift_list,Text_data
Theoretical_chem_shift,ID
Theoretical_chem_shift,Assembly_atom_ID
Theoretical_chem_shift,Entity_assembly_ID
Theoretical_chem_shift,Entity_ID
Theoretical_chem_shift,Comp_index_ID
Theoretical_chem_shift,Seq_ID
Theoretical_chem_shift,Comp_ID
Theoretical_chem_shift,Atom_ID
Theoretical_chem_shift,Atom_type
Theoretical_chem_shift,Atom_isotope_number
Theoretical_chem_shift,Fermi_contact_spin_density
Theoretical_chem_shift,Val
Theoretical_chem_shift,Val_err
Theoretical_chem_shift,Auth_entity_assembly_ID
Theoretical_chem_shift,Auth_asym_ID
Theoretical_chem_shift,Auth_seq_ID
Theoretical_chem_shift,Auth_comp_ID
Theoretical_chem_shift,Auth_atom_ID
Theoretical_chem_shift,Sf_ID
Theoretical_chem_shift,Entry_ID
Theoretical_chem_shift,Theoretical_chem_shift_list_ID
Coupling_constant_list,Sf_category
Coupling_constant_list,Sf_framecode
Coupling_constant_list,Entry_ID
Coupling_constant_list,Sf_ID
Coupling_constant_list,ID
Coupling_constant_list,Data_file_name
Coupling_constant_list,Sample_condition_list_ID
Coupling_constant_list,Sample_condition_list_label
Coupling_constant_list,Spectrometer_frequency_1H
Coupling_constant_list,Details
Coupling_constant_list,Text_data_format
Coupling_constant_list,Text_data
Coupling_constant_experiment,Experiment_ID
Coupling_constant_experiment,Experiment_name
Coupling_constant_experiment,Sample_ID
Coupling_constant_experiment,Sample_label
Coupling_constant_experiment,Sample_state
Coupling_constant_experiment,Sf_ID
Coupling_constant_experiment,Entry_ID
Coupling_constant_experiment,Coupling_constant_list_ID
Coupling_constant_software,Software_ID
Coupling_constant_software,Software_label
Coupling_constant_software,Method_ID
Coupling_constant_software,Method_label
Coupling_constant_software,Sf_ID
Coupling_constant_software,Entry_ID
Coupling_constant_software,Coupling_constant_list_ID
Coupling_constant,ID
Coupling_constant,Code
Coupling_constant,Assembly_atom_ID_1
Coupling_constant,Entity_assembly_ID_1
Coupling_constant,Entity_ID_1
Coupling_constant,Comp_index_ID_1
Coupling_constant,Seq_ID_1
Coupling_constant,Comp_ID_1
Coupling_constant,Atom_ID_1
Coupling_constant,Atom_type_1
Coupling_constant,Atom_isotope_number_1
Coupling_constant,Ambiguity_code_1
Coupling_constant,Assembly_atom_ID_2
Coupling_constant,Entity_assembly_ID_2
Coupling_constant,Entity_ID_2
Coupling_constant,Comp_index_ID_2
Coupling_constant,Seq_ID_2
Coupling_constant,Comp_ID_2
Coupling_constant,Atom_ID_2
Coupling_constant,Atom_type_2
Coupling_constant,Atom_isotope_number_2
Coupling_constant,Ambiguity_code_2
Coupling_constant,Val
Coupling_constant,Val_min
Coupling_constant,Val_max
Coupling_constant,Val_err
Coupling_constant,Resonance_ID_1
Coupling_constant,Resonance_ID_2
Coupling_constant,Auth_entity_assembly_ID_1
Coupling_constant,Auth_asym_ID_1
Coupling_constant,Auth_seq_ID_1
Coupling_constant,Auth_comp_ID_1
Coupling_constant,Auth_atom_ID_1
Coupling_constant,Auth_entity_assembly_ID_2
Coupling_constant,Auth_asym_ID_2
Coupling_constant,Auth_seq_ID_2
Coupling_constant,Auth_comp_ID_2
Coupling_constant,Auth_atom_ID_2
Coupling_constant,Details
Coupling_constant,Sf_ID
Coupling_constant,Entry_ID
Coupling_constant,Coupling_constant_list_ID
Theoretical_coupling_constant_list,Sf_category
Theoretical_coupling_constant_list,Sf_framecode
Theoretical_coupling_constant_list,Entry_ID
Theoretical_coupling_constant_list,Sf_ID
Theoretical_coupling_constant_list,ID
Theoretical_coupling_constant_list,Data_file_name
Theoretical_coupling_constant_list,Sample_condition_list_ID
Theoretical_coupling_constant_list,Sample_condition_list_label
Theoretical_coupling_constant_list,Spectrometer_frequency_1H
Theoretical_coupling_constant_list,Details
Theoretical_coupling_constant_list,Text_data_format
Theoretical_coupling_constant_list,Text_data
Theoretical_coupling_constant_experiment,Experiment_ID
Theoretical_coupling_constant_experiment,Experiment_name
Theoretical_coupling_constant_experiment,Sample_ID
Theoretical_coupling_constant_experiment,Sample_label
Theoretical_coupling_constant_experiment,Sample_state
Theoretical_coupling_constant_experiment,Sf_ID
Theoretical_coupling_constant_experiment,Entry_ID
Theoretical_coupling_constant_experiment,Theoretical_coupling_constant_list_ID
Theoretical_coupling_constant_software,Software_ID
Theoretical_coupling_constant_software,Software_label
Theoretical_coupling_constant_software,Method_ID
Theoretical_coupling_constant_software,Method_label
Theoretical_coupling_constant_software,Sf_ID
Theoretical_coupling_constant_software,Entry_ID
Theoretical_coupling_constant_software,Theoretical_coupling_constant_list_ID
Theoretical_coupling_constant,ID
Theoretical_coupling_constant,Code
Theoretical_coupling_constant,Assembly_atom_ID_1
Theoretical_coupling_constant,Entity_assembly_ID_1
Theoretical_coupling_constant,Entity_ID_1
Theoretical_coupling_constant,Comp_index_ID_1
Theoretical_coupling_constant,Seq_ID_1
Theoretical_coupling_constant,Comp_ID_1
Theoretical_coupling_constant,Atom_ID_1
Theoretical_coupling_constant,Atom_type_1
Theoretical_coupling_constant,Atom_isotope_number_1
Theoretical_coupling_constant,Ambiguity_code_1
Theoretical_coupling_constant,Assembly_atom_ID_2
Theoretical_coupling_constant,Entity_assembly_ID_2
Theoretical_coupling_constant,Entity_ID_2
Theoretical_coupling_constant,Comp_index_ID_2
Theoretical_coupling_constant,Seq_ID_2
Theoretical_coupling_constant,Comp_ID_2
Theoretical_coupling_constant,Atom_ID_2
Theoretical_coupling_constant,Atom_type_2
Theoretical_coupling_constant,Atom_isotope_number_2
Theoretical_coupling_constant,Ambiguity_code_2
Theoretical_coupling_constant,Val
Theoretical_coupling_constant,Val_min
Theoretical_coupling_constant,Val_max
Theoretical_coupling_constant,Val_err
Theoretical_coupling_constant,Resonance_ID_1
Theoretical_coupling_constant,Resonance_ID_2
Theoretical_coupling_constant,Auth_entity_assembly_ID_1
Theoretical_coupling_constant,Auth_seq_ID_1
Theoretical_coupling_constant,Auth_comp_ID_1
Theoretical_coupling_constant,Auth_atom_ID_1
Theoretical_coupling_constant,Auth_entity_assembly_ID_2
Theoretical_coupling_constant,Auth_seq_ID_2
Theoretical_coupling_constant,Auth_comp_ID_2
Theoretical_coupling_constant,Auth_atom_ID_2
Theoretical_coupling_constant,Details
Theoretical_coupling_constant,Sf_ID
Theoretical_coupling_constant,Entry_ID
Theoretical_coupling_constant,Theoretical_coupling_constant_list_ID
Spectral_peak_list,Sf_category
Spectral_peak_list,Sf_framecode
Spectral_peak_list,Entry_ID
Spectral_peak_list,Sf_ID
Spectral_peak_list,ID
Spectral_peak_list,Data_file_name
Spectral_peak_list,Sample_ID
Spectral_peak_list,Sample_label
Spectral_peak_list,Sample_condition_list_ID
Spectral_peak_list,Sample_condition_list_label
Spectral_peak_list,Experiment_ID
Spectral_peak_list,Experiment_name
Spectral_peak_list,Experiment_class
Spectral_peak_list,Experiment_type
Spectral_peak_list,Number_of_spectral_dimensions
Spectral_peak_list,Chemical_shift_list
Spectral_peak_list,Assigned_chem_shift_list_ID
Spectral_peak_list,Assigned_chem_shift_list_label
Spectral_peak_list,Details
Spectral_peak_list,Text_data_format
Spectral_peak_list,Text_data
Spectral_dim,ID
Spectral_dim,Axis_code
Spectral_dim,Spectrometer_frequency
Spectral_dim,Atom_type
Spectral_dim,Atom_isotope_number
Spectral_dim,Spectral_region
Spectral_dim,Magnetization_linkage_ID
Spectral_dim,Under_sampling_type
Spectral_dim,Sweep_width
Spectral_dim,Sweep_width_units
Spectral_dim,Value_first_point
Spectral_dim,Absolute_peak_positions
Spectral_dim,Acquisition
Spectral_dim,Center_frequency_offset
Spectral_dim,Encoding_code
Spectral_dim,Encoded_reduced_dimension_ID
Spectral_dim,Sf_ID
Spectral_dim,Entry_ID
Spectral_dim,Spectral_peak_list_ID
Spectral_dim_transfer,Spectral_dim_ID_1
Spectral_dim_transfer,Spectral_dim_ID_2
Spectral_dim_transfer,Indirect
Spectral_dim_transfer,Type
Spectral_dim_transfer,Sf_ID
Spectral_dim_transfer,Entry_ID
Spectral_dim_transfer,Spectral_peak_list_ID
Spectral_peak_software,Software_ID
Spectral_peak_software,Software_label
Spectral_peak_software,Method_ID
Spectral_peak_software,Method_label
Spectral_peak_software,Sf_ID
Spectral_peak_software,Entry_ID
Spectral_peak_software,Spectral_peak_list_ID
Peak,Index_ID
Peak,ID
Peak,Volume
Peak,Volume_uncertainty
Peak,Height
Peak,Height_uncertainty
Peak,Figure_of_merit
Peak,Restraint
Peak,Position_1
Peak,Position_uncertainty_1
Peak,Position_2
Peak,Position_uncertainty_2
Peak,Position_3
Peak,Position_uncertainty_3
Peak,Position_4
Peak,Position_uncertainty_4
Peak,Position_5
Peak,Position_uncertainty_5
Peak,Position_6
Peak,Position_uncertainty_6
Peak,Position_7
Peak,Position_uncertainty_7
Peak,Position_8
Peak,Position_uncertainty_8
Peak,Position_9
Peak,Position_uncertainty_9
Peak,Position_10
Peak,Position_uncertainty_10
Peak,Position_11
Peak,Position_uncertainty_11
Peak,Position_12
Peak,Position_uncertainty_12
Peak,Position_13
Peak,Position_uncertainty_13
Peak,Position_14
Peak,Position_uncertainty_14
Peak,Position_15
Peak,Position_uncertainty_15
Peak,Entity_assembly_ID_1
Peak,Comp_index_ID_1
Peak,Seq_ID_1
Peak,Comp_ID_1
Peak,Atom_ID_1
Peak,Ambiguity_code_1
Peak,Ambiguity_set_ID_1
Peak,Entity_assembly_ID_2
Peak,Comp_index_ID_2
Peak,Seq_ID_2
Peak,Comp_ID_2
Peak,Atom_ID_2
Peak,Ambiguity_code_2
Peak,Ambiguity_set_ID_2
Peak,Entity_assembly_ID_3
Peak,Comp_index_ID_3
Peak,Seq_ID_3
Peak,Comp_ID_3
Peak,Atom_ID_3
Peak,Ambiguity_code_3
Peak,Ambiguity_set_ID_3
Peak,Entity_assembly_ID_4
Peak,Comp_index_ID_4
Peak,Seq_ID_4
Peak,Comp_ID_4
Peak,Atom_ID_4
Peak,Ambiguity_code_4
Peak,Ambiguity_set_ID_4
Peak,Entity_assembly_ID_5
Peak,Comp_index_ID_5
Peak,Seq_ID_5
Peak,Comp_ID_5
Peak,Atom_ID_5
Peak,Ambiguity_code_5
Peak,Ambiguity_set_ID_5
Peak,Entity_assembly_ID_6
Peak,Comp_index_ID_6
Peak,Seq_ID_6
Peak,Comp_ID_6
Peak,Atom_ID_6
Peak,Ambiguity_code_6
Peak,Ambiguity_set_ID_6
Peak,Entity_assembly_ID_7
Peak,Comp_index_ID_7
Peak,Seq_ID_7
Peak,Comp_ID_7
Peak,Atom_ID_7
Peak,Ambiguity_code_7
Peak,Ambiguity_set_ID_7
Peak,Entity_assembly_ID_8
Peak,Comp_index_ID_8
Peak,Seq_ID_8
Peak,Comp_ID_8
Peak,Atom_ID_8
Peak,Ambiguity_code_8
Peak,Ambiguity_set_ID_8
Peak,Entity_assembly_ID_9
Peak,Comp_index_ID_9
Peak,Seq_ID_9
Peak,Comp_ID_9
Peak,Atom_ID_9
Peak,Ambiguity_code_9
Peak,Ambiguity_set_ID_9
Peak,Entity_assembly_ID_10
Peak,Comp_index_ID_10
Peak,Seq_ID_10
Peak,Comp_ID_10
Peak,Atom_ID_10
Peak,Ambiguity_code_10
Peak,Ambiguity_set_ID_10
Peak,Entity_assembly_ID_11
Peak,Comp_index_ID_11
Peak,Seq_ID_11
Peak,Comp_ID_11
Peak,Atom_ID_11
Peak,Ambiguity_code_11
Peak,Ambiguity_set_ID_11
Peak,Entity_assembly_ID_12
Peak,Comp_index_ID_12
Peak,Seq_ID_12
Peak,Comp_ID_12
Peak,Atom_ID_12
Peak,Ambiguity_code_12
Peak,Ambiguity_set_ID_12
Peak,Entity_assembly_ID_13
Peak,Comp_index_ID_13
Peak,Seq_ID_13
Peak,Comp_ID_13
Peak,Atom_ID_13
Peak,Ambiguity_code_13
Peak,Ambiguity_set_ID_13
Peak,Entity_assembly_ID_14
Peak,Comp_index_ID_14
Peak,Seq_ID_14
Peak,Comp_ID_14
Peak,Atom_ID_14
Peak,Ambiguity_code_14
Peak,Ambiguity_set_ID_14
Peak,Entity_assembly_ID_15
Peak,Comp_index_ID_15
Peak,Seq_ID_15
Peak,Comp_ID_15
Peak,Atom_ID_15
Peak,Ambiguity_code_15
Peak,Ambiguity_set_ID_15
Peak,Auth_entity_assembly_ID_1
Peak,Auth_asym_ID_1
Peak,Auth_seq_ID_1
Peak,Auth_comp_ID_1
Peak,Auth_atom_ID_1
Peak,Auth_ambiguity_code_1
Peak,Auth_ambiguity_set_ID_1
Peak,Auth_entity_assembly_ID_2
Peak,Auth_asym_ID_2
Peak,Auth_seq_ID_2
Peak,Auth_comp_ID_2
Peak,Auth_atom_ID_2
Peak,Auth_ambiguity_code_2
Peak,Auth_ambiguity_set_ID_2
Peak,Auth_entity_assembly_ID_3
Peak,Auth_asym_ID_3
Peak,Auth_seq_ID_3
Peak,Auth_comp_ID_3
Peak,Auth_atom_ID_3
Peak,Auth_ambiguity_code_3
Peak,Auth_ambiguity_set_ID_3
Peak,Auth_entity_assembly_ID_4
Peak,Auth_asym_ID_4
Peak,Auth_seq_ID_4
Peak,Auth_comp_ID_4
Peak,Auth_atom_ID_4
Peak,Auth_ambiguity_code_4
Peak,Auth_ambiguity_set_ID_4
Peak,Auth_entity_assembly_ID_5
Peak,Auth_asym_ID_5
Peak,Auth_seq_ID_5
Peak,Auth_comp_ID_5
Peak,Auth_atom_ID_5
Peak,Auth_ambiguity_code_5
Peak,Auth_ambiguity_set_ID_5
Peak,Auth_entity_assembly_ID_6
Peak,Auth_asym_ID_6
Peak,Auth_seq_ID_6
Peak,Auth_comp_ID_6
Peak,Auth_atom_ID_6
Peak,Auth_ambiguity_code_6
Peak,Auth_ambiguity_set_ID_6
Peak,Auth_entity_assembly_ID_7
Peak,Auth_asym_ID_7
Peak,Auth_seq_ID_7
Peak,Auth_comp_ID_7
Peak,Auth_atom_ID_7
Peak,Auth_ambiguity_code_7
Peak,Auth_ambiguity_set_ID_7
Peak,Auth_entity_assembly_ID_8
Peak,Auth_asym_ID_8
Peak,Auth_seq_ID_8
Peak,Auth_comp_ID_8
Peak,Auth_atom_ID_8
Peak,Auth_ambiguity_code_8
Peak,Auth_ambiguity_set_ID_8
Peak,Auth_entity_assembly_ID_9
Peak,Auth_asym_ID_9
Peak,Auth_seq_ID_9
Peak,Auth_comp_ID_9
Peak,Auth_atom_ID_9
Peak,Auth_ambiguity_code_9
Peak,Auth_ambiguity_set_ID_9
Peak,Auth_entity_assembly_ID_10
Peak,Auth_asym_ID_10
Peak,Auth_seq_ID_10
Peak,Auth_comp_ID_10
Peak,Auth_atom_ID_10
Peak,Auth_ambiguity_code_10
Peak,Auth_ambiguity_set_ID_10
Peak,Auth_entity_assembly_ID_11
Peak,Auth_asym_ID_11
Peak,Auth_seq_ID_11
Peak,Auth_comp_ID_11
Peak,Auth_atom_ID_11
Peak,Auth_ambiguity_code_11
Peak,Auth_ambiguity_set_ID_11
Peak,Auth_entity_assembly_ID_12
Peak,Auth_asym_ID_12
Peak,Auth_seq_ID_12
Peak,Auth_comp_ID_12
Peak,Auth_atom_ID_12
Peak,Auth_ambiguity_code_12
Peak,Auth_ambiguity_set_ID_12
Peak,Auth_entity_assembly_ID_13
Peak,Auth_asym_ID_13
Peak,Auth_seq_ID_13
Peak,Auth_comp_ID_13
Peak,Auth_atom_ID_13
Peak,Auth_ambiguity_code_13
Peak,Auth_ambiguity_set_ID_13
Peak,Auth_entity_assembly_ID_14
Peak,Auth_asym_ID_14
Peak,Auth_seq_ID_14
Peak,Auth_comp_ID_14
Peak,Auth_atom_ID_14
Peak,Auth_ambiguity_code_14
Peak,Auth_ambiguity_set_ID_14
Peak,Auth_entity_assembly_ID_15
Peak,Auth_asym_ID_15
Peak,Auth_seq_ID_15
Peak,Auth_comp_ID_15
Peak,Auth_atom_ID_15
Peak,Auth_ambiguity_code_15
Peak,Auth_ambiguity_set_ID_15
Peak,Details
Peak,Sf_ID
Peak,Entry_ID
Peak,Spectral_peak_list_ID
Peak_general_char,Peak_ID
Peak_general_char,Intensity_val
Peak_general_char,Intensity_val_err
Peak_general_char,Measurement_method
Peak_general_char,Sf_ID
Peak_general_char,Entry_ID
Peak_general_char,Spectral_peak_list_ID
Peak_char,Peak_ID
Peak_char,Spectral_dim_ID
Peak_char,Chem_shift_val
Peak_char,Chem_shift_val_err
Peak_char,Line_width_val
Peak_char,Line_width_val_err
Peak_char,Phase_val
Peak_char,Phase_val_err
Peak_char,Decay_rate_val
Peak_char,Decay_rate_val_err
Peak_char,Coupling_pattern
Peak_char,Bounding_box_upper_val
Peak_char,Bounding_box_lower_val
Peak_char,Bounding_box_range_val
Peak_char,Details
Peak_char,Derivation_method_ID
Peak_char,Sf_ID
Peak_char,Entry_ID
Peak_char,Spectral_peak_list_ID
Peak_contribution,ID
Peak_contribution,Contribution_fractional_val
Peak_contribution,Sf_ID
